-420.11697,138.18439,46.30536,12.8071575,28.677011,31.819218,12.571331,3.3625243,7.767709,5.955196,0.3473553,3.917438,9.018446,5.013474,1.2820382,6.054754,9.612523,5.985544,4.5973325,9.043589
-405.8323,147.27708,44.634552,12.635543,32.283848,30.108738,6.4782796,4.1973643,16.291916,12.023006,1.7408174,7.167112,14.013379,5.6495576,-1.5328053,6.0369563,12.26166,5.9376,1.0958617,5.9021583
-454.94412,160.3061,37.197796,6.071842,38.09391,36.65633,3.1772945,-0.95978355,18.408945,16.903788,2.1547081,4.782268,12.999878,5.345851,-2.4353194,6.347294,14.424579,7.543697,1.0086561,5.950207
-412.82727,141.05937,37.407646,-0.5286681,18.927847,23.03644,3.3605142,1.6824579,16.977842,15.131014,-0.38000834,-0.10267878,12.987615,14.294578,5.237734,3.9556777,8.488782,6.2126307,1.3631092,3.999437
-413.0578,142.13515,42.710796,8.198532,26.703312,26.89506,4.717169,3.8796446,20.98914,18.928251,0.78849053,-2.294708,8.728281,10.5761385,4.0723658,4.7499657,8.748808,4.7987247,0.068861075,5.279574
-371.53946,170.83769,27.475431,-7.6011386,31.510494,30.903572,-6.2562747,-9.243104,14.956696,15.598951,1.0767521,4.8579416,14.101697,6.7018137,-0.2582879,8.510995,14.376783,6.0249085,0.3975168,5.1697845
-327.1731,205.40775,31.036106,-17.211916,22.533258,27.103937,-3.5804608,-0.57444435,20.356411,9.432674,-10.5146055,-0.5602358,14.418288,4.9277916,-4.5523663,6.514798,14.101848,4.718309,0.59220773,8.8925905
-346.27185,182.13388,16.0293,-12.607832,42.081547,43.466915,1.4507924,-2.308989,16.95625,9.356821,-3.3102505,6.812476,10.445793,-6.0470676,-7.7738338,11.229314,14.258167,-1.7858329,-4.018369,8.414222
-370.11926,176.6066,36.759457,-6.697038,26.552061,32.889626,5.4008727,0.08097096,12.455354,5.6812925,-6.261987,3.9729362,16.256546,7.387553,-2.0077116,6.7547164,14.1898155,5.9886403,-0.46979553,4.9770007
-389.5246,158.15236,35.229614,1.2823799,35.46361,39.28745,8.123409,-1.3585209,10.286927,7.9837184,-0.7183793,5.8674164,12.326173,2.4774165,-4.4699397,5.1654696,12.145116,4.5735025,-1.2779366,3.5933268
-387.81863,161.77498,36.55277,-0.6879607,31.996056,36.762848,7.4976482,0.5911835,14.527514,11.132793,-1.5854568,3.705636,13.535653,6.3380055,-1.7534509,7.1708856,16.47122,10.286462,2.2940667,4.613277
-363.3402,185.0277,41.3791,-8.302987,20.377333,28.5195,9.905712,10.720134,17.46531,0.7383119,-12.490929,2.5936043,14.368827,0.6664475,-7.512065,7.601344,15.820685,2.2548614,-5.6742716,4.662596
